	name	embedding	party	chamber_x	pca_dim1	pca_dim2	tsne_dim1	tsne_dim2	svd_dim1	svd_dim2	lastname	congress	chamber_y	icpsr	state_icpsr	district_code	state_abbrev	party_code	occupancy	last_means	bioname	bioguide_id	born	died	nominate_dim1	nominate_dim2	nominate_log_likelihood	nominate_geo_mean_probability	nominate_number_of_votes	nominate_number_of_errors	conditional	nokken_poole_dim1	nokken_poole_dim2	lastname_x	lastname_y	chamber
0	Daniel Lipinski	"[-1.51355369e-02  2.50176489e-02 -3.00170071e-02 -3.16694528e-02
 -2.84232218e-02 -3.57245728e-02 -2.57078484e-02  2.56190039e-02
 -3.12726423e-02 -4.06140909e-02 -3.56962942e-02  9.51171666e-03
  3.45628485e-02 -5.62015362e-02  9.84620303e-04 -3.19918282e-02
 -3.31848152e-02  5.34902215e-02  3.58839110e-02  1.66879967e-04
 -2.39270311e-02 -1.77596398e-02  2.56954953e-02  3.00341304e-02
  4.03957888e-02  5.08855879e-02 -1.09447688e-02  1.58499461e-02
  5.98592460e-02 -9.59577784e-03  2.05598846e-02  4.66523916e-02
 -8.60013291e-02  9.56422556e-03  1.56916585e-03  2.71315873e-03
  3.20389792e-02 -4.05399315e-02 -4.86937538e-02 -3.02639902e-02
  7.52166510e-02 -3.33595686e-02 -5.42575307e-03 -4.58589792e-02
  3.37948836e-03 -3.55085582e-02  5.01935780e-02  1.57354847e-02
 -4.90247272e-04 -1.40474876e-02  3.71839404e-02  3.45418751e-02
  6.83994126e-03  4.77299839e-03  3.52011323e-02  8.73024203e-03
  1.09544825e-02  1.93115585e-02 -5.12891822e-03 -2.18848661e-02
 -4.03657407e-02  6.01301482e-03  2.97736796e-03  2.09374279e-02
 -2.89998762e-02 -1.23773888e-02 -2.52745654e-02  1.94725525e-02
 -1.62562300e-02  1.86287891e-02 -1.38958953e-02 -1.80350691e-02
  2.12822296e-03 -3.22317779e-02 -5.86845875e-02 -9.31407697e-03
  5.42052761e-02  9.99802724e-03 -1.62348524e-03  3.30384374e-02
 -6.97811693e-03  1.72686763e-02  4.18814570e-02  2.75218487e-02
  2.59994622e-02 -6.79033622e-03 -1.96596552e-02  4.40315530e-02
 -7.60586187e-02  2.67575029e-02 -5.71111962e-02  1.85694918e-03
 -1.52708963e-03  9.62755270e-03  2.33192705e-02 -4.65280451e-02
 -1.03893355e-02 -6.68943860e-03 -3.56243663e-02  2.00727358e-02
 -2.49462575e-02  1.09121222e-02 -3.22258323e-02  5.60147054e-02
 -1.65583268e-02  1.54367695e-02  3.39552797e-02  7.35603049e-02
  1.16312012e-01 -5.23666181e-02 -3.54910418e-02 -2.92077269e-02
  1.07962443e-02 -6.85289055e-02  1.40741151e-02 -1.83914974e-03
 -5.94174527e-02  1.02043398e-01  1.42515510e-01 -4.28156555e-03
  2.89368369e-02 -6.31636605e-02  3.77533548e-02 -4.28312346e-02
  2.84127817e-02  3.56219895e-03 -8.48073214e-02 -6.19237423e-02
  1.43461198e-01  2.60075536e-02 -1.02186017e-02  1.63666725e-01
 -8.34118575e-02 -1.30912047e-02  7.91910067e-02 -1.96534060e-02
  1.50535181e-02 -7.52045307e-03 -7.17032999e-02 -2.00906079e-02
  1.10464960e-01 -3.28704044e-02 -2.62506772e-02 -2.85052452e-02
  2.04748698e-02 -1.43361360e-01  7.58145005e-04  1.14014633e-02
  4.82838564e-02  1.02467192e-02  2.48616952e-02  1.10953627e-02
 -4.25717756e-02 -2.05132738e-02 -2.52065826e-02  2.05129813e-02
 -2.96442620e-02  9.62803960e-02 -2.07198970e-02 -7.90599734e-02
 -2.41159853e-02  1.24403369e-03 -1.60019863e-02  2.35058945e-02
  2.23181676e-03 -2.60500293e-02 -8.37896317e-02  6.51412606e-02
 -4.73945662e-02  1.72164291e-04  1.81785282e-02  3.05673983e-02
 -1.22398771e-01 -5.73536381e-02 -1.06833555e-01  5.76209873e-02
  2.00573336e-02 -7.44553097e-03  2.71054842e-02  5.99535182e-02
 -5.02370931e-02  2.02192087e-02  8.17842707e-02  1.82441603e-02
  1.19490856e-02  6.54292703e-02 -1.04088336e-04 -3.74272466e-03
 -9.10254791e-02  9.61015522e-02 -5.39402291e-02  2.46941838e-02
 -6.32590875e-02 -1.12248193e-02 -1.36301471e-02 -2.99398284e-02
 -1.50898769e-02 -4.55349907e-02 -3.20711732e-02  8.35719053e-04
 -2.11488567e-02  2.06823368e-02 -2.81365272e-02 -2.15867925e-02
 -5.05370274e-03  1.62423104e-02 -2.42563942e-03 -1.56342518e-02
 -1.14691816e-02 -1.79404933e-02 -1.15322080e-02  6.78504258e-03
  2.20555328e-02  1.27027957e-02  2.91414279e-02 -2.29417384e-02
  1.70747582e-02  1.79644357e-02  1.14393728e-02 -2.23808866e-02
  3.78935225e-03 -2.36984435e-02 -1.19334680e-03  7.24810734e-03
  2.40780786e-03  3.30728740e-02 -2.01873016e-03 -1.25522092e-02
 -9.10829939e-03 -1.54828392e-02 -6.54914696e-03 -1.63427945e-02
 -1.02263056e-02 -1.13298856e-02 -1.22307865e-02 -2.02216133e-02
  2.53607091e-02  6.45628572e-03  1.86244324e-02 -1.37504563e-02
  1.05824322e-02 -9.71450936e-03 -2.17501577e-02  2.38892380e-02
  3.00689843e-02 -1.54337082e-02  1.46229416e-02 -3.60370651e-02
 -5.90525474e-03 -5.61631843e-03  4.49063256e-03  1.50240818e-02
 -1.84938498e-03  1.59143899e-02  2.33267415e-02 -9.59898531e-03
  3.11345160e-02 -2.97461115e-02  5.01215970e-03  3.16626057e-02
 -7.93579780e-03 -2.09753076e-03  4.05076006e-03 -6.39448222e-03
 -4.62146243e-04  7.53508788e-03  1.15849683e-02 -9.18415096e-03
  3.83948255e-03  1.52633619e-02 -1.81007627e-02  5.28138503e-03
  3.69644873e-02 -2.41152998e-02 -3.47426068e-03 -1.84838232e-02
 -9.83267091e-05  2.30036918e-02 -3.04826424e-02 -2.12467499e-02
 -1.27290469e-02 -1.61150061e-02  4.53834012e-02  2.79766414e-02
  1.98051743e-02  3.23987417e-02 -9.65839438e-03  2.02576928e-02
 -2.46333573e-02 -2.25887746e-02 -2.22111121e-02 -1.75790470e-02
  1.15713552e-02  2.61006579e-02  7.43137021e-03 -2.47960724e-02
  2.56777648e-02  3.05707455e-02  3.25321872e-03 -8.29231553e-03]"	-1	House of Representatives	0.018854273385779656	-0.17067607477320215	4.8340535163879395	-7.278961181640625	-0.010257177986204624	-0.25581860542297363	lipinski	116	House	20508	21	3	IL	100			LIPINSKI, Daniel	L000563	1966		-0.22699999999999998	0.175	-104.79556	0.87428	780.0	32.0		-0.146	0.046			
1	 Bill Cassidy	"[-2.33645849e-02  8.28275084e-03 -2.10176595e-02 -7.03757443e-03
  2.75023859e-02 -3.18443105e-02 -2.64810398e-02  7.14315027e-02
  2.28459295e-02 -2.06312742e-02  7.38595612e-04  7.56037980e-03
  8.00266303e-03 -2.61512604e-02  1.34510919e-03 -4.48118523e-03
 -2.59307511e-02  2.27332693e-02  2.04801615e-02  1.55964959e-02
  3.56906909e-03 -1.07067414e-02  9.56504699e-03  4.58813319e-03
  3.44652459e-02  1.51945353e-02 -2.19604224e-02  2.99315434e-02
  3.53686512e-02 -2.35452875e-03 -3.65819875e-03  7.40577728e-02
 -4.25558016e-02  1.79643072e-02  9.92382970e-03  1.82766467e-02
  2.35457346e-02 -2.79194824e-02 -6.91647306e-02 -7.27769732e-03
  4.12644111e-02  6.15735725e-03  6.77341036e-03 -4.16218638e-02
  2.10758690e-02 -1.95665807e-02  2.63764709e-02  9.66808945e-03
 -1.61362290e-02  4.11905441e-03 -1.09633794e-02 -1.00295236e-02
 -1.52099626e-02 -2.65581831e-02 -3.91999111e-02  3.63971666e-02
  6.07274286e-03  8.24345276e-03 -1.44624095e-02 -6.03094175e-02
 -5.62841743e-02 -1.61045995e-02  8.22394714e-03  6.48091827e-03
 -8.64947960e-03  4.05668467e-03 -4.02670428e-02  2.35828292e-02
 -4.88727242e-02 -8.70208628e-03  3.09279934e-03 -3.31798941e-02
 -2.23137345e-02  1.48260891e-02 -4.24566269e-02  3.38601917e-02
  1.63196102e-02  7.19789416e-04  2.96834372e-02  4.52654958e-02
 -5.80855459e-03  3.33105512e-02  1.84451509e-02  1.55696869e-02
  6.34936057e-03  1.82974972e-02 -2.71517206e-02 -1.34832337e-02
 -2.06911471e-02  3.13239321e-02 -1.67662427e-02  3.02645229e-02
 -2.58289762e-02 -3.39076817e-02 -5.04572280e-02 -2.45818533e-02
 -1.38280466e-02 -2.27171276e-02 -4.15929370e-02  8.61016754e-03
 -8.73059034e-05 -2.73407083e-02 -4.59754318e-02 -1.02052204e-02
 -2.10634619e-03 -3.03138494e-02 -1.80655215e-02  7.24783614e-02
  1.03096794e-02 -1.69900693e-02 -4.66636382e-04  4.61382642e-02
  4.09008823e-02 -1.57015473e-02  2.72977632e-02  3.12816352e-04
 -3.27059347e-03  1.24352034e-02  5.16280942e-02  2.83004791e-02
 -1.49607928e-02  1.05148349e-02  3.55396383e-02  4.74516824e-02
  1.02650128e-01  7.17503875e-02 -4.03262824e-02  1.77643299e-02
  8.92467126e-02 -1.93486549e-03 -3.58676724e-02  8.38737562e-02
 -3.43817994e-02 -2.37667374e-03  2.04113591e-03  5.16870357e-02
  5.58149889e-02 -4.46927696e-02 -1.24109611e-01 -5.65795228e-04
  7.26894438e-02  3.03515252e-02  1.32457446e-02 -5.46578541e-02
  1.76577158e-02 -3.45281325e-03  4.35847975e-02  1.80009492e-02
  7.50879664e-03 -8.34563840e-03 -2.81683188e-02  2.43371315e-02
  1.16789425e-02 -3.84399667e-02  7.43184797e-03  1.18250083e-02
  6.06825240e-02  1.71197057e-02 -7.07162498e-03 -2.20042653e-02
 -1.41613781e-01  1.99894570e-02  1.13367569e-02 -1.77338440e-02
 -2.27277465e-02 -7.18682818e-03 -2.51484383e-02  4.14039530e-02
 -7.13406131e-02  5.81016801e-02  2.00647675e-03 -1.02915533e-01
  1.20807532e-02 -1.40162911e-02 -2.73669716e-02  3.81460041e-02
  7.46079832e-02  1.31719541e-02  2.58358456e-02  5.11215404e-02
 -3.09791304e-02  4.29977179e-02  5.55768237e-02  5.39813787e-02
  3.05128321e-02  6.05541840e-03  2.09653191e-02  3.74266207e-02
 -5.60466126e-02  2.93071568e-02 -6.40515611e-02 -3.90841626e-03
 -4.20841016e-03 -2.63520014e-02 -5.04254829e-03 -6.24107718e-02
 -2.67924145e-02  2.73781773e-02 -3.61424088e-02  7.42643476e-02
  6.24654163e-03 -5.19615971e-03 -2.48522218e-02 -7.94320777e-02
  1.59962140e-02 -6.87613040e-02 -2.17762254e-02  2.85342503e-02
 -4.63707261e-02 -2.88554151e-02 -1.48477610e-02  1.05671957e-02
  3.51013206e-02 -3.53808366e-02  1.71515364e-02 -2.61913538e-02
  2.04751734e-02  2.53219139e-02  2.73384452e-02 -6.76728636e-02
 -9.03646462e-03 -5.63668385e-02 -1.49992723e-02  4.70413901e-02
  6.98720664e-02  8.89491141e-02 -8.99591222e-02  5.30813858e-02
  5.61509207e-02  1.94785185e-02 -6.25540912e-02  3.90977785e-02
 -4.81249914e-02 -7.39280879e-02 -2.68397070e-02  7.63799697e-02
  8.79670829e-02 -4.88363206e-02 -7.98464939e-02  1.41791776e-02
  6.70115501e-02  8.45861807e-02  1.16286222e-02 -2.73413714e-02
 -8.55798461e-03 -1.11981872e-02  3.02556902e-03 -2.04723552e-02
 -4.08303440e-02 -2.80985944e-02  7.29971007e-03  4.37639505e-02
 -2.77918298e-02 -1.71654541e-02  2.79994495e-03  1.90139711e-02
  6.59233630e-02  3.36914696e-02 -6.78697005e-02  2.84904987e-03
 -7.22846389e-02  5.74199706e-02 -9.61022265e-03 -1.65806785e-02
  3.12541611e-02  4.28465288e-03  5.19587193e-03  2.39280015e-02
 -2.12522559e-02 -5.69698401e-03 -3.54061872e-02 -4.59646620e-02
  5.72497398e-03 -7.83267096e-02 -5.64752445e-02  1.39540974e-02
  4.64977929e-03  1.76201034e-02 -2.12692842e-02  4.16521840e-02
 -5.56291342e-02  9.68305767e-02  5.54028824e-02  2.71275658e-02
 -2.32116245e-02  1.70579068e-02 -3.23409960e-02  8.05403143e-02
 -3.68934944e-02 -8.57405365e-03 -1.02505423e-01 -6.68029785e-02
  3.74841020e-02  8.61110538e-03 -3.56982984e-02 -6.98050410e-02
 -4.15943041e-02 -3.12588811e-02 -6.09973110e-02  3.65845999e-03]"	1	Senate	-0.06766246635867706	-0.04684590728878259	-1.317116379737854	-11.162443161010742	-0.09688315540552139	-0.14026673138141632	cassidy	116	Senate	20919	45	0	LA	200			CASSIDY, Bill	C001075	1957		0.456	-0.09699999999999999	-49.22937	0.92135	601.0	25.0		0.508	-0.073			
2	Jennifer Wexton	"[-2.89903115e-03 -4.68403101e-04 -1.73274167e-02 -1.64298061e-02
 -4.71712649e-02 -4.55676839e-02 -1.58263519e-02  8.40950757e-04
 -3.78985927e-02 -1.37552824e-02 -3.89018320e-02  1.43125653e-05
  2.43183617e-02 -5.39966412e-02 -1.41969211e-02 -2.76239999e-02
 -2.17285343e-02  2.70600896e-02  3.48625258e-02  3.26524824e-02
 -3.26243006e-02  2.23477297e-02  4.76234360e-03  4.80321720e-02
  3.92467305e-02  1.86191350e-02  2.19853669e-02  2.26879101e-02
  9.21027362e-02  1.35094859e-02  1.38333803e-02  5.58708459e-02
 -4.52730581e-02  3.51483263e-02  1.97495427e-03  2.32890397e-02
 -4.45140153e-03 -7.82262832e-02 -8.86964574e-02 -7.19517469e-04
  7.31929541e-02 -3.06153707e-02  2.11524349e-02 -8.49053860e-02
 -5.14806286e-02 -3.73328179e-02  7.79591501e-03  6.00212589e-02
  2.74260640e-02  9.80343018e-03  3.67652774e-02  3.31223309e-02
  4.08775322e-02  7.07171112e-03  3.44197676e-02  6.69951178e-03
 -5.62502630e-03  5.92917316e-02  1.95000786e-02 -1.95092037e-02
 -3.40394825e-02  1.05148349e-02  3.42897736e-02 -1.12331053e-02
 -1.78640001e-02 -2.46743038e-02 -1.91464927e-02  2.13911664e-02
 -1.07624698e-02  2.62934696e-02  3.54317203e-03 -4.67435271e-02
 -3.52420472e-03 -1.07109249e-02 -5.61900139e-02  3.00739519e-03
  5.87533489e-02  1.54715814e-02  1.60721801e-02  5.54152131e-02
  9.25020128e-03  1.57243200e-02 -1.66171622e-02  1.42687559e-02
  2.84953471e-02 -2.22355686e-02  3.10479235e-02  3.28352973e-02
 -5.26044294e-02  5.74465021e-02 -4.96846959e-02  1.34676360e-02
  3.85652110e-03  8.36441107e-03  4.72691618e-02 -4.53711189e-02
 -1.33507326e-02 -2.37308834e-02 -3.43917422e-02  4.26012650e-02
  3.97463143e-03 -3.34613323e-02  5.16678393e-03  6.44072741e-02
  2.58572921e-02 -2.94717550e-02 -5.36703877e-02  6.49028495e-02
  5.00062555e-02 -4.77374829e-02 -6.44600913e-02 -5.78375086e-02
  1.46471811e-02 -2.14543492e-02 -1.71978194e-02 -2.26902850e-02
 -7.32600391e-02  4.27553728e-02  3.26289646e-02  3.05052549e-02
  8.98549240e-03  7.48596527e-03  3.06712501e-02 -1.81773230e-02
 -3.36013213e-02 -2.35862862e-02 -5.32983989e-02  7.11464882e-03
  1.48667917e-02  8.51251744e-03  1.14236847e-01  8.60500410e-02
 -7.62157589e-02  4.23356295e-02  1.18353711e-02 -3.03342007e-02
 -3.71546075e-02 -1.83026940e-02 -1.63301043e-02 -2.28383821e-02
  1.39960367e-02 -1.29255414e-01 -1.84715558e-02 -4.37416211e-02
  1.79953165e-02 -4.76709567e-03  2.33330466e-02 -3.31200287e-03
  4.53166384e-03  3.62620018e-02  8.66292715e-02 -1.55321779e-02
 -2.59444639e-02 -5.10885492e-02 -6.58593327e-02  9.80653018e-02
 -5.85439317e-02  2.05433965e-02 -4.53053825e-02 -6.28348738e-02
 -1.96884330e-02 -3.56617309e-02 -3.11840046e-02  1.16247863e-01
 -7.42526278e-02 -3.78796458e-02 -6.33547753e-02 -1.16617046e-02
 -4.73776385e-02 -9.85114276e-02  6.47995844e-02  6.78384230e-02
 -7.31239691e-02  5.06666675e-02 -1.15649857e-01  3.09724640e-02
  2.91217631e-03 -2.88477708e-02  4.68329825e-02  7.88396075e-02
  2.05905102e-02  7.07448721e-02  5.57055697e-02  1.92713868e-02
  3.69765982e-02 -1.15923248e-02 -1.38579793e-02 -2.24228203e-02
 -8.13762024e-02  1.51812345e-01 -2.62121502e-02  9.54437032e-02
 -8.24392661e-02 -3.45583707e-02 -1.89928971e-02  3.91048379e-03
 -1.82932690e-02 -2.43925098e-02 -6.27480149e-02 -5.06100021e-02
 -2.15670131e-02 -6.29046634e-02 -3.37823108e-02  2.34680437e-03
 -2.68123187e-02 -1.12063428e-02 -2.66589038e-02 -3.16371173e-02
  1.15858503e-02 -3.89772356e-02 -1.18608661e-01 -4.70643565e-02
 -5.03251329e-03 -7.82286841e-03  7.53821805e-04 -3.92671824e-02
 -4.54959832e-03  5.00649959e-02  5.46959601e-02  4.63089794e-02
  4.47483547e-03 -9.02370550e-03 -5.79830147e-02 -5.28969988e-03
 -2.99579613e-02 -1.44180954e-02  4.66582365e-02 -7.70688802e-03
  4.08132151e-02  1.65663548e-02  1.10998064e-01  7.31786415e-02
 -6.05985895e-02  9.37770307e-02 -3.21271159e-02 -3.24780792e-02
 -1.37265939e-02 -1.35544240e-02 -4.44629118e-02  3.21609527e-03
  9.08751041e-02 -1.22948132e-01 -4.59387377e-02 -1.12893231e-01
 -6.18371442e-02 -8.05437788e-02 -3.56779620e-02  1.39646754e-02
  1.22329900e-02  9.16511863e-02  8.21960419e-02  4.68495637e-02
  1.33457594e-03  2.81303953e-02 -6.17502443e-03  2.53423154e-02
 -4.01796997e-02  8.68778825e-02  7.19148740e-02  5.72875142e-05
  2.99839694e-02 -6.42530480e-03  7.87378103e-02  8.35236534e-02
 -2.64230352e-02 -3.71794365e-02 -3.01389545e-02 -3.38812917e-02
 -4.33902256e-04 -1.57977063e-02  8.97468254e-02  2.52606235e-02
  2.17525288e-02  1.83706228e-02 -5.64124361e-02  2.04808060e-02
 -4.76870826e-03 -4.79265898e-02  1.40989646e-02  3.99383120e-02
  4.58016396e-02  3.85993458e-02  3.82510498e-02  2.34053750e-02
  1.48692168e-02 -3.63969691e-02  3.06960139e-02  1.66027136e-02
 -1.46969214e-01  6.46070987e-02 -3.01430002e-02  6.32429123e-02
 -2.89974287e-02  9.25030559e-03  6.27066493e-02 -4.12445553e-02
  5.29615507e-02 -3.98110747e-02 -3.34125198e-02  2.77901161e-02]"	-1	House of Representatives	-0.06678507946262931	-0.3983616343289952	18.398801803588867	1.5437136888504028	-0.09791067987680435	-0.4821849465370178	wexton	116	House	21983	40	10	VA	100			WEXTON, Jennifer	W000825	1968		-0.414	0.494	-28.563709999999997	0.96501	802.0	16.0		-0.414	0.494			
3	Lance Gooden	"[ 0.02875321 -0.00037876  0.02598776  0.0211472   0.03679451  0.0448621
  0.03229486  0.02768468  0.04743416  0.0414987   0.03290484 -0.03116667
 -0.01626143  0.03460209  0.01078076  0.040967   -0.00164538 -0.00143808
 -0.02349781 -0.02660598  0.03488392  0.03427331 -0.00274331 -0.0300815
 -0.03903348 -0.01643614 -0.02533667 -0.03102994 -0.04632929 -0.0248585
  0.00390444 -0.02803497  0.04306353 -0.01407229 -0.00080596 -0.00707059
 -0.02048314  0.04992275  0.07086398 -0.00733015 -0.06691658  0.02057834
  0.01084202  0.08127169  0.03634515  0.02772041 -0.01054408 -0.03524711
 -0.01548844  0.01672091 -0.07135946 -0.04099628 -0.03357248 -0.01766636
 -0.06927366 -0.0095275  -0.01272203 -0.02342616 -0.02237147  0.00900685
  0.03689612 -0.02693476 -0.05033964  0.0320773   0.03591453 -0.0119325
  0.00854678  0.00610377 -0.00319411 -0.01266603 -0.00999257  0.0312141
 -0.0291244   0.02029589  0.0431664   0.02855919 -0.03188863  0.00325174
  0.00296458 -0.04790133 -0.00083806 -0.01181613  0.01276888 -0.01920831
 -0.0107496   0.04157621 -0.013725   -0.04916353  0.04676605  0.00113633
  0.04526312  0.01144024 -0.02958645  0.01452896 -0.04402054  0.04024785
 -0.01616598 -0.0101663   0.03450312 -0.02939042 -0.00520925 -0.01018882
 -0.00811885 -0.03911478 -0.00231902  0.02319777  0.00707695  0.03083808
 -0.02976825  0.06065046  0.08521611  0.05367456  0.00052613 -0.02065851
  0.00908831  0.03529454  0.04301408 -0.05365538 -0.03360782  0.00244482
 -0.00800302  0.04731558  0.03688444  0.01605672  0.05250641  0.02807568
  0.00681563 -0.00165892  0.01039978  0.03477647 -0.10686325  0.00091005
  0.06014143 -0.04524148  0.02023867  0.09608552  0.02338708  0.0003774
 -0.04163347  0.02782843 -0.02175006  0.11324394  0.03288715  0.02123149
  0.01714655  0.02629265  0.03226576  0.03551428 -0.03050979 -0.03523067
 -0.1075803  -0.00768725  0.01478172 -0.00366483  0.0324751  -0.05445226
  0.02572988 -0.04808205  0.00677978  0.00013123 -0.03234047  0.03115555
 -0.01142053 -0.05837944  0.07126585  0.03458792  0.01560683  0.05384046
 -0.01797038  0.07175735 -0.04148551 -0.09273625  0.00222101 -0.02731719
  0.07725986  0.04301785  0.03887762  0.01046006 -0.01185363 -0.02516335
 -0.01686165 -0.01499545 -0.02105472 -0.01037069  0.01179328  0.02129752
  0.00889538 -0.01970139  0.06401717 -0.09751722  0.01291615 -0.05038979
  0.05406568  0.02098029 -0.00474977 -0.01865828 -0.04535235  0.00825081
  0.03784555  0.03251511  0.00829074 -0.03420878 -0.04373688 -0.04030723
 -0.01756311 -0.01833244 -0.05182536 -0.01190023  0.01056643 -0.03281888
 -0.0622604   0.00361402  0.04120186 -0.01823151 -0.0123015  -0.04181039
  0.00434592  0.03474851  0.04748742  0.03110917  0.03383167 -0.01016394
  0.03987261 -0.06335416  0.02281623  0.0243651  -0.00311301 -0.02753652
  0.02412916 -0.00148467  0.04252902  0.04667055 -0.08827654  0.03011242
  0.01882293 -0.0089563   0.05905852  0.02126542 -0.03082966  0.01183409
  0.05582972 -0.03542778 -0.00715852 -0.02780462  0.01670509 -0.04804494
  0.04257137  0.02195916 -0.03548422  0.02447342 -0.01163633  0.00326236
 -0.00219092  0.01150165 -0.00310482  0.00833926  0.01051119  0.06250411
  0.0158722  -0.01511388 -0.02896017  0.01240166 -0.00992422  0.03498664
 -0.00825783 -0.01073894 -0.04715608  0.01173474  0.00014736  0.05159083
  0.04260499  0.02063387 -0.00179733 -0.0144918  -0.03297883  0.03902667
  0.02204027 -0.03921841  0.00050837  0.04441641  0.02414164  0.03381548
  0.08676732  0.01617724  0.02269775  0.00913716 -0.0634379  -0.00738166
 -0.12077845  0.02580018 -0.0076525   0.05779397  0.01822557 -0.00419364
  0.00516629 -0.02196356 -0.0044885  -0.04621965 -0.03872568  0.0022742 ]"	1	House of Representatives	-0.1294196069251866	0.1516885552605811	-12.855807304382324	-1.804414987564087	-0.1546313762664795	0.08002204447984695	gooden	116	House	21925	49	5	TX	200			GOODEN, Lance	G000589	1982		0.723	0.028999999999999998	-86.74647	0.8956299999999999	787.0	32.0		0.722	0.027000000000000003			
